ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
18715	Pim2	proviral integration site 2	2.66	0.0011
14828	Hspa5	heat shock protein 5	1.72	0.0055
21687	Tek	TEK receptor tyrosine kinase	-1.8	0.039
12282	Hyou1	hypoxia up-regulated 1	1.5	0.066
18569	Pdcd4	programmed cell death 4	-1.21	0.13
22027	Hsp90b1	heat shock protein 90, beta (Grp94), member 1	1.01	0.2
108888	Atad3a	ATPase family, AAA domain containing 3A	0.79	0.34
17684	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	0.68	0.39
15357	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.56	0.47
75712	Tmem14a	transmembrane protein 14A	-0.74	0.53
12702	Socs3	suppressor of cytokine signaling 3	2	0.62
16193	Il6	interleukin 6	1.54	0.63
12795	Plk3	polo like kinase 3	0.78	0.64
20439	Siah2	siah E3 ubiquitin protein ligase 2	0.74	0.67
20779	Src	Rous sarcoma oncogene	-0.9	0.75
17975	Ncl	nucleolin	0.63	0.75
18712	Pim1	proviral integration site 1	1.09	0.88
12444	Ccnd2	cyclin D2	1.12	0.9
20848	Stat3	signal transducer and activator of transcription 3	0.76	0.93
18788	Serpinb2	serine (or cysteine) peptidase inhibitor, clade B, member 2	1.45	0.97
58250	Chst11	carbohydrate sulfotransferase 11	0.56	0.97
68493	Ndufaf4	NADH:ubiquinone oxidoreductase complex assembly factor 4	0.91	0.98
13655	Egr3	early growth response 3	1.09	1
14080	Fabp1	fatty acid binding protein 1, liver	-0.86	1
19225	Ptgs2	prostaglandin-endoperoxide synthase 2	0.85	1
53624	Cldn7	claudin 7	-0.82	1
18984	Por	P450 (cytochrome) oxidoreductase	0.78	1
100037258	Dnajc3	DnaJ heat shock protein family (Hsp40) member C3	0.76	1
15510	Hspd1	heat shock protein 1 (chaperonin)	0.76	1
27356	Insl6	insulin-like 6	-0.75	1
17130	Smad6	SMAD family member 6	-0.71	1
27053	Asns	asparagine synthetase	0.71	1
21825	Thbs1	thrombospondin 1	0.62	1
11600	Angpt1	angiopoietin 1	-0.61	1
108079	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	-0.58	1
56321	Aatf	apoptosis antagonizing transcription factor	0.58	1
11826	Aqp1	aquaporin 1	-0.57	1
12051	Bcl3	B cell leukemia/lymphoma 3	0.57	1
15194	Htt	huntingtin	0.57	1
18813	Pa2g4	proliferation-associated 2G4	0.55	1
12494	Cd38	CD38 antigen	-0.53	1
20750	Spp1	secreted phosphoprotein 1	0.53	1
29810	Bag3	BCL2-associated athanogene 3	0.5	1
338359	Supv3l1	suppressor of var1, 3-like 1 (S. cerevisiae)	0.49	1
22411	Wnt11	wingless-type MMTV integration site family, member 11	-0.48	1
74838	Naa15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	0.48	1
56449	Ybx3	Y box protein 3	0.47	1
12335	Capn3	calpain 3	-0.46	1
18148	Npm1	nucleophosmin 1	0.46	1
22256	Ung	uracil DNA glycosylase	0.46	1
11787	Apbb2	amyloid beta (A4) precursor protein-binding, family B, member 2	-0.44	1
74268	Aven	apoptosis, caspase activation inhibitor	0.44	1
21857	Timp1	tissue inhibitor of metalloproteinase 1	0.42	1
21807	Tsc22d1	TSC22 domain family, member 1	-0.41	1
236266	Alms1	ALMS1, centrosome and basal body associated	-0.41	1
13631	Eef2k	eukaryotic elongation factor-2 kinase	-0.39	1
16579	Kifap3	kinesin-associated protein 3	-0.39	1
18673	Phb	prohibitin	0.39	1
360013	Myo18a	myosin XVIIIA	-0.39	1
20312	Cx3cl1	chemokine (C-X3-C motif) ligand 1	-0.38	1
17311	Kitl	kit ligand	-0.36	1
11486	Ada	adenosine deaminase	-0.35	1
13666	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	0.35	1
