ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
216233	Socs2	suppressor of cytokine signaling 2	2.01	0.00095
224129	Adcy5	adenylate cyclase 5	-1.97	0.0012
19415	Rasal1	RAS protein activator like 1 (GAP1 like)	2.34	0.33
12700	Cish	cytokine inducible SH2-containing protein	1.38	0.34
110197	Dgkg	diacylglycerol kinase, gamma	-0.7	0.47
270151	Nlrx1	NLR family member X1	-0.57	0.47
58231	Stk4	serine/threonine kinase 4	-0.49	0.56
60596	Gucy1a1	guanylate cyclase 1, soluble, alpha 1	-0.67	0.59
12702	Socs3	suppressor of cytokine signaling 3	2	0.62
214137	Arhgap29	Rho GTPase activating protein 29	0.99	0.64
50772	Mapk6	mitogen-activated protein kinase 6	0.74	0.65
232533	Stk38l	serine/threonine kinase 38 like	-0.62	0.73
20779	Src	Rous sarcoma oncogene	-0.9	0.75
546071	Mast3	microtubule associated serine/threonine kinase 3	-0.43	0.78
26411	Map4k1	mitogen-activated protein kinase kinase kinase kinase 1	-0.53	0.83
23854	Def8	differentially expressed in FDCP 8	-0.36	0.92
19094	Mapk11	mitogen-activated protein kinase 11	1	1
218581	Depdc1b	DEP domain containing 1B	0.97	1
17207	Mcf2l	mcf.2 transforming sequence-like	-0.86	1
72469	Plcd3	phospholipase C, delta 3	-0.77	1
434341	Nlrc5	NLR family, CARD domain containing 5	0.7	1
11512	Adcy6	adenylate cyclase 6	-0.68	1
50492	Thop1	thimet oligopeptidase 1	0.67	1
16706	Ksr1	kinase suppressor of ras 1	-0.62	1
19395	Rasgrp2	RAS, guanyl releasing protein 2	-0.61	1
108079	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	-0.58	1
110651	Rps6ka3	ribosomal protein S6 kinase polypeptide 3	0.56	1
12326	Camk4	calcium/calmodulin-dependent protein kinase IV	-0.52	1
73707	Gucy2g	guanylate cyclase 2g	-0.51	1
56077	Dgke	diacylglycerol kinase, epsilon	0.49	1
17347	Mknk2	MAP kinase-interacting serine/threonine kinase 2	-0.47	1
21682	Tec	tec protein tyrosine kinase	0.47	1
56274	Stk3	serine/threonine kinase 3	0.47	1
23999	Twf2	twinfilin actin binding protein 2	-0.46	1
18018	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	-0.45	1
54126	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)	0.44	1
545156	Kalrn	kalirin, RhoGEF kinase	-0.44	1
101540	Prkd2	protein kinase D2	-0.43	1
70719	Arhgap45	Rho GTPase activating protein 45	-0.42	1
73086	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5	-0.42	1
18797	Plcb3	phospholipase C, beta 3	-0.41	1
329910	Acot11	acyl-CoA thioesterase 11	-0.41	1
65247	Asb1	ankyrin repeat and SOCS box-containing 1	-0.41	1
108099	Prkag2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	-0.4	1
18711	Pikfyve	phosphoinositide kinase, FYVE type zinc finger containing	0.4	1
69993	Chn2	chimerin 2	-0.4	1
110596	Arhgef28	Rho guanine nucleotide exchange factor (GEF) 28	-0.39	1
142688	Asb13	ankyrin repeat and SOCS box-containing 13	0.39	1
