ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
16175	Il1a	interleukin 1 alpha	3.08	0.00095
13653	Egr1	early growth response 1	2.2	0.046
18109	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	1.77	0.058
13436	Dnmt3b	DNA methyltransferase 3B	1.66	0.3
72722	Fam98a	family with sequence similarity 98, member A	0.84	0.33
17684	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	0.68	0.39
21885	Tle1	transducin-like enhancer of split 1	1.01	0.47
22375	Wars	tryptophanyl-tRNA synthetase	0.95	0.47
16176	Il1b	interleukin 1 beta	1.41	0.48
17874	Myd88	myeloid differentiation primary response gene 88	0.64	0.56
16193	Il6	interleukin 6	1.54	0.63
17125	Smad1	SMAD family member 1	-0.54	0.63
51886	Fubp1	far upstream element (FUSE) binding protein 1	0.7	0.64
20779	Src	Rous sarcoma oncogene	-0.9	0.75
12317	Calr	calreticulin	0.55	0.88
20848	Stat3	signal transducer and activator of transcription 3	0.76	0.93
229615	Pias3	protein inhibitor of activated STAT 3	-0.57	0.98
19218	Ptger3	prostaglandin E receptor 3 (subtype EP3)	1.09	1
19094	Mapk11	mitogen-activated protein kinase 11	1	1
14609	Gja1	gap junction protein, alpha 1	0.9	1
17869	Myc	myelocytomatosis oncogene	0.9	1
18787	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	0.78	1
319555	Nwd1	NACHT and WD repeat domain containing 1	-0.77	1
54357	Epb41l4b	erythrocyte membrane protein band 4.1 like 4b	-0.77	1
56792	Stap1	signal transducing adaptor family member 1	0.74	1
17929	Myom1	myomesin 1	-0.69	1
12571	Cdk6	cyclin-dependent kinase 6	0.66	1
76527	Il34	interleukin 34	-0.65	1
56460	Pkp3	plakophilin 3	-0.59	1
68215	Fam98b	family with sequence similarity 98, member B	0.51	1
15481	Hspa8	heat shock protein 8	0.49	1
22411	Wnt11	wingless-type MMTV integration site family, member 11	-0.48	1
230073	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	0.48	1
13867	Erbb3	erb-b2 receptor tyrosine kinase 3	-0.46	1
18018	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	-0.45	1
17221	Cd46	CD46 antigen, complement regulatory protein	-0.44	1
71648	Optn	optineurin	-0.44	1
101206	Tada3	transcriptional adaptor 3	-0.43	1
16905	Lmna	lamin A	-0.43	1
19260	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	-0.41	1
106759	Ticam1	toll-like receptor adaptor molecule 1	0.4	1
16189	Il4	interleukin 4	-0.4	1
56717	Mtor	mechanistic target of rapamycin kinase	0.4	1
11735	Ank3	ankyrin 3, epithelial	-0.39	1
18030	Nfil3	nuclear factor, interleukin 3, regulated	0.39	1
18673	Phb	prohibitin	0.39	1
319955	Ercc6	excision repair cross-complementing rodent repair deficiency, complementation group 6	0.39	1
56711	Plag1	pleiomorphic adenoma gene 1	-0.39	1
18019	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	-0.38	1
208647	Creb3l2	cAMP responsive element binding protein 3-like 2	0.37	1
114774	Pawr	PRKC, apoptosis, WT1, regulator	-0.35	1
13666	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	0.35	1
19411	Rarg	retinoic acid receptor, gamma	-0.35	1
404710	Iqgap3	IQ motif containing GTPase activating protein 3	-0.35	1
11596	Ager	advanced glycosylation end product-specific receptor	-0.34	1
21803	Tgfb1	transforming growth factor, beta 1	0.34	1
57816	Tesc	tescalcin	-0.34	1
56426	Pdcd10	programmed cell death 10	0.33	1
12578	Cdkn2a	cyclin dependent kinase inhibitor 2A	-0.32	1
19015	Ppard	peroxisome proliferator activator receptor delta	-0.32	1
22038	Plscr1	phospholipid scramblase 1	0.32	1
74769	Pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	0.32	1
15499	Hsf1	heat shock factor 1	0.31	1
15525	Hspa4	heat shock protein 4	0.3	1
56089	Ramp3	receptor (calcitonin) activity modifying protein 3	-0.3	1
16653	Kras	Kirsten rat sarcoma viral oncogene homolog	0.29	1
22687	Zpr1	ZPR1 zinc finger	0.29	1
11479	Acvr1b	activin A receptor, type 1B	0.28	1
12798	Cnn2	calponin 2	-0.28	1
56351	Ptges3	prostaglandin E synthase 3	0.28	1
13555	E2f1	E2F transcription factor 1	-0.27	1
14456	Gas6	growth arrest specific 6	-0.27	1
60599	Trp53inp1	transformation related protein 53 inducible nuclear protein 1	-0.27	1
16400	Itga3	integrin alpha 3	-0.26	1
18708	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	0.26	1
97165	Hmgb2	high mobility group box 2	-0.26	1
17134	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	-0.25	1
214150	Ago3	argonaute RISC catalytic subunit 3	0.25	1
26416	Mapk14	mitogen-activated protein kinase 14	-0.25	1
26420	Mapk9	mitogen-activated protein kinase 9	-0.25	1
434215	Lrrc32	leucine rich repeat containing 32	-0.25	1
13113	Cyp3a13	cytochrome P450, family 3, subfamily a, polypeptide 13	-0.24	1
13433	Dnmt1	DNA methyltransferase (cytosine-5) 1	-0.24	1
