ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
14254	Flt1	FMS-like tyrosine kinase 1	2.25	0.033
18109	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	1.77	0.058
110109	Nop2	NOP2 nucleolar protein	0.98	0.2
72722	Fam98a	family with sequence similarity 98, member A	0.84	0.33
15357	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.56	0.47
16176	Il1b	interleukin 1 beta	1.41	0.48
16193	Il6	interleukin 6	1.54	0.63
70465	Wdr77	WD repeat domain 77	0.99	0.63
245474	Dkc1	dyskeratosis congenita 1, dyskerin	1.16	0.74
16195	Il6st	interleukin 6 signal transducer	0.76	0.86
12317	Calr	calreticulin	0.55	0.88
12444	Ccnd2	cyclin D2	1.12	0.9
20848	Stat3	signal transducer and activator of transcription 3	0.76	0.93
23992	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	-0.51	0.93
68493	Ndufaf4	NADH:ubiquinone oxidoreductase complex assembly factor 4	0.91	0.98
208266	Dot1l	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	0.47	0.98
15258	Hipk2	homeodomain interacting protein kinase 2	1.13	1
230379	Acer2	alkaline ceramidase 2	0.93	1
17869	Myc	myelocytomatosis oncogene	0.9	1
19225	Ptgs2	prostaglandin-endoperoxide synthase 2	0.85	1
53624	Cldn7	claudin 7	-0.82	1
13609	S1pr1	sphingosine-1-phosphate receptor 1	0.8	1
12822	Col18a1	collagen, type XVIII, alpha 1	0.74	1
11541	Adora2b	adenosine A2b receptor	0.72	1
108037	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)	0.71	1
14062	F2r	coagulation factor II (thrombin) receptor	0.7	1
13857	Epor	erythropoietin receptor	-0.66	1
76527	Il34	interleukin 34	-0.65	1
52463	Tet1	tet methylcytosine dioxygenase 1	-0.64	1
72080	Sapcd2	suppressor APC domain containing 2	0.64	1
21825	Thbs1	thrombospondin 1	0.62	1
18263	Odc1	ornithine decarboxylase, structural 1	0.6	1
18783	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	0.6	1
16880	Lifr	LIF receptor alpha	0.59	1
20256	Clec11a	C-type lectin domain family 11, member a	-0.57	1
12494	Cd38	CD38 antigen	-0.53	1
16782	Lamc2	laminin, gamma 2	-0.53	1
14538	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	0.52	1
15558	Htr2a	5-hydroxytryptamine (serotonin) receptor 2A	0.52	1
68215	Fam98b	family with sequence similarity 98, member B	0.51	1
56306	Sinhcaf	SIN3-HDAC complex associated factor	0.49	1
30951	Cbx8	chromobox 8	-0.47	1
116871	Mta3	metastasis associated 3	-0.46	1
13867	Erbb3	erb-b2 receptor tyrosine kinase 3	-0.46	1
18148	Npm1	nucleophosmin 1	0.46	1
22341	Vegfc	vascular endothelial growth factor C	0.46	1
14174	Fgf3	fibroblast growth factor 3	0.45	1
22033	Traf5	TNF receptor-associated factor 5	-0.45	1
71648	Optn	optineurin	-0.44	1
12785	Cnbp	cellular nucleic acid binding protein	0.43	1
18514	Pbx1	pre B cell leukemia homeobox 1	0.43	1
21857	Timp1	tissue inhibitor of metalloproteinase 1	0.42	1
21807	Tsc22d1	TSC22 domain family, member 1	-0.41	1
56371	Fzr1	fizzy and cell division cycle 20 related 1	-0.41	1
16189	Il4	interleukin 4	-0.4	1
16194	Il6ra	interleukin 6 receptor, alpha	-0.38	1
20312	Cx3cl1	chemokine (C-X3-C motif) ligand 1	-0.38	1
208643	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	0.38	1
14566	Gdf9	growth differentiation factor 9	-0.37	1
17311	Kitl	kit ligand	-0.36	1
67141	Fbxo5	F-box protein 5	-0.36	1
14297	Fxn	frataxin	0.35	1
19411	Rarg	retinoic acid receptor, gamma	-0.35	1
208727	Hdac4	histone deacetylase 4	0.35	1
68275	Rpa1	replication protein A1	-0.35	1
68337	Crip2	cysteine rich protein 2	-0.35	1
72475	Ssbp3	single-stranded DNA binding protein 3	-0.35	1
75686	Nudt16	nudix (nucleoside diphosphate linked moiety X)-type motif 16	-0.35	1
14235	Foxm1	forkhead box M1	-0.34	1
21803	Tgfb1	transforming growth factor, beta 1	0.34	1
109689	Arrb1	arrestin, beta 1	-0.33	1
15117	Has2	hyaluronan synthase 2	-0.33	1
56426	Pdcd10	programmed cell death 10	0.33	1
18413	Osm	oncostatin M	0.32	1
19015	Ppard	peroxisome proliferator activator receptor delta	-0.32	1
20851	Stat5b	signal transducer and activator of transcription 5B	-0.32	1
22433	Xbp1	X-box binding protein 1	0.32	1
381293	Kif14	kinesin family member 14	-0.32	1
12048	Bcl2l1	BCL2-like 1	0.31	1
14056	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	-0.31	1
15499	Hsf1	heat shock factor 1	0.31	1
22410	Wnt10b	wingless-type MMTV integration site family, member 10B	-0.31	1
27354	Nbn	nibrin	0.31	1
67490	Ufl1	UFM1 specific ligase 1	0.31	1
