ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
236899	Pcyt1b	phosphate cytidylyltransferase 1, choline, beta isoform	-1.19	0.37
74451	Pgs1	phosphatidylglycerophosphate synthase 1	0.95	0.47
15357	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.56	0.47
74596	Cds1	CDP-diacylglycerol synthase 1	-0.81	0.53
52014	Nus1	NUS1 dehydrodolichyl diphosphate synthase subunit	0.47	0.75
74559	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	0.78	0.8
210992	Lpcat1	lysophosphatidylcholine acyltransferase 1	-0.75	0.92
67260	Cers4	ceramide synthase 4	-0.65	0.97
433256	Acsl5	acyl-CoA synthetase long-chain family member 5	0.76	0.98
14104	Fasn	fatty acid synthase	1.03	1
230379	Acer2	alkaline ceramidase 2	0.93	1
19225	Ptgs2	prostaglandin-endoperoxide synthase 2	0.85	1
58994	Smpd3	sphingomyelin phosphodiesterase 3, neutral	-0.78	1
56336	B4galt5	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5	0.77	1
72469	Plcd3	phospholipase C, delta 3	-0.77	1
78070	Cpt1c	carnitine palmitoyltransferase 1c	-0.75	1
231510	Gpat3	glycerol-3-phosphate acyltransferase 3	-0.72	1
20501	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	0.62	1
69863	Ttc39b	tetratricopeptide repeat domain 39B	0.62	1
17777	Mttp	microsomal triglyceride transfer protein	-0.6	1
18783	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	0.6	1
56348	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12	0.59	1
108079	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	-0.58	1
13121	Cyp51	cytochrome P450, family 51	0.55	1
12896	Cpt2	carnitine palmitoyltransferase 2	-0.53	1
15490	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7	0.53	1
11806	Apoa1	apolipoprotein A-I	-0.52	1
264895	Acsf2	acyl-CoA synthetase family member 2	-0.52	1
66447	Mgst3	microsomal glutathione S-transferase 3	-0.5	1
17855	Mvk	mevalonate kinase	-0.47	1
19224	Ptgs1	prostaglandin-endoperoxide synthase 1	0.47	1
225845	Plaat3	phospholipase A and acyltransferase 3	-0.47	1
67420	Far1	fatty acyl CoA reductase 1	0.47	1
74114	Crot	carnitine O-octanoyltransferase	-0.46	1
60527	Fads3	fatty acid desaturase 3	-0.44	1
15446	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	-0.42	1
68616	Gdpd3	glycerophosphodiester phosphodiesterase domain containing 3	-0.42	1
