ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
78929	Polr3h	polymerase (RNA) III (DNA directed) polypeptide H	0.95	0.57
20017	Polr1b	polymerase (RNA) I polypeptide B	1.31	0.62
26939	Polr3e	polymerase (RNA) III (DNA directed) polypeptide E	0.53	0.78
20019	Polr1a	polymerase (RNA) I polypeptide A	0.86	0.96
17869	Myc	myelocytomatosis oncogene	0.9	1
64424	Polr1e	polymerase (RNA) I polypeptide E	0.77	1
12051	Bcl3	B cell leukemia/lymphoma 3	0.57	1
66491	Polr2l	polymerase (RNA) II (DNA directed) polypeptide L	0.46	1
56070	Tcerg1	transcription elongation regulator 1 (CA150)	0.43	1
18030	Nfil3	nuclear factor, interleukin 3, regulated	0.39	1
21400	Tcea2	transcription elongation factor A (SII), 2	0.39	1
56711	Plag1	pleiomorphic adenoma gene 1	-0.39	1
17977	Ncoa1	nuclear receptor coactivator 1	-0.31	1
245695	Tceanc	transcription elongation factor A (SII) N-terminal and central domain containing	-0.31	1
320271	Scai	suppressor of cancer cell invasion	-0.31	1
14884	Gtf2h1	general transcription factor II H, polypeptide 1	0.3	1
67005	Polr3k	polymerase (RNA) III (DNA directed) polypeptide K	0.3	1
20481	Ski	ski sarcoma viral oncogene homolog (avian)	-0.29	1
15260	Hira	histone cell cycle regulator	0.28	1
245841	Polr2h	polymerase (RNA) II (DNA directed) polypeptide H	0.28	1
66136	Znrd1	zinc ribbon domain containing 1	-0.28	1
13555	E2f1	E2F transcription factor 1	-0.27	1
18226	Nup62	nucleoporin 62	0.26	1
20846	Stat1	signal transducer and activator of transcription 1	0.26	1
28071	Twistnb	twist basic helix-loop-helix transcription factor 1 neighbor	0.26	1
21423	Tcf3	transcription factor 3	-0.24	1
23808	Ash2l	ASH2 like histone lysine methyltransferase complex subunit	0.23	1
17258	Mef2a	myocyte enhancer factor 2A	-0.22	1
231329	Polr2b	polymerase (RNA) II (DNA directed) polypeptide B	0.22	1
15901	Id1	inhibitor of DNA binding 1, HLH protein	0.21	1
16969	Zbtb7a	zinc finger and BTB domain containing 7a	-0.21	1
20022	Polr2j	polymerase (RNA) II (DNA directed) polypeptide J	-0.21	1
216151	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	0.2	1
23856	Dido1	death inducer-obliterator 1	0.2	1
