ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
7412	VCAM1	vascular cell adhesion molecule 1	-3.7	9.3e-82
8038	ADAM12	ADAM metallopeptidase domain 12	-1.82	2.6e-70
5806	PTX3	pentraxin 3	2.25	1.9e-62
3908	LAMA2	laminin subunit alpha 2	2.02	4.1e-49
1277	COL1A1	collagen type I alpha 1 chain	-1.32	6.4e-49
1301	COL11A1	collagen type XI alpha 1 chain	2.42	7.6e-49
83716	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	2.62	1.3e-45
22801	ITGA11	integrin subunit alpha 11	-1.73	2.4e-34
1294	COL7A1	collagen type VII alpha 1 chain	1.22	4.8e-30
2201	FBN2	fibrillin 2	1.91	3.7e-29
1282	COL4A1	collagen type IV alpha 1 chain	1.31	8.6e-25
323	APBB2	amyloid beta precursor protein binding family B member 2	1.07	6e-23
1286	COL4A4	collagen type IV alpha 4 chain	1.9	4.8e-22
1281	COL3A1	collagen type III alpha 1 chain	-0.86	7.4e-20
4060	LUM	lumican	-0.9	9.5e-18
4811	NID1	nidogen 1	1.47	1.1e-17
10631	POSTN	periostin	-1.43	1.7e-16
1284	COL4A2	collagen type IV alpha 2 chain	0.88	2.6e-16
8515	ITGA10	integrin subunit alpha 10	3.81	5.7e-16
81621	KAZALD1	Kazal type serine peptidase inhibitor domain 1	-1.04	2.1e-13
3915	LAMC1	laminin subunit gamma 1	0.8	2.7e-13
6662	SOX9	SRY-box transcription factor 9	-1.33	2.9e-13
3912	LAMB1	laminin subunit beta 1	0.75	1.1e-12
2006	ELN	elastin	0.95	1.4e-12
54507	ADAMTSL4	ADAMTS like 4	0.84	3.8e-12
3673	ITGA2	integrin subunit alpha 2	-1.03	6e-12
1287	COL4A5	collagen type IV alpha 5 chain	-0.88	8e-11
8516	ITGA8	integrin subunit alpha 8	1.17	2e-10
1295	COL8A1	collagen type VIII alpha 1 chain	1.02	2.3e-10
4324	MMP15	matrix metallopeptidase 15	1.26	8.9e-10
7057	THBS1	thrombospondin 1	1.88	1.5e-09
6678	SPARC	secreted protein acidic and cysteine rich	-0.55	1.9e-08
2683	B4GALT1	beta-1,4-galactosyltransferase 1	-0.6	2.9e-08
1306	COL15A1	collagen type XV alpha 1 chain	-0.96	6.1e-08
4982	TNFRSF11B	TNF receptor superfamily member 11b	-1.64	1.2e-07
3491	CCN1	cellular communication network factor 1	1.73	2e-07
85301	COL27A1	collagen type XXVII alpha 1 chain	-1.12	2.2e-07
7373	COL14A1	collagen type XIV alpha 1 chain	-0.88	3.7e-07
1289	COL5A1	collagen type V alpha 1 chain	-0.58	4e-07
1307	COL16A1	collagen type XVI alpha 1 chain	-0.58	4.5e-07
2295	FOXF2	forkhead box F2	-0.77	6.2e-07
4015	LOX	lysyl oxidase	0.46	8.9e-07
