ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
51789	Tnk2	tyrosine kinase, non-receptor, 2	-0.95	0.13
17874	Myd88	myeloid differentiation primary response gene 88	0.64	0.56
16193	Il6	interleukin 6	1.54	0.63
20848	Stat3	signal transducer and activator of transcription 3	0.76	0.93
58250	Chst11	carbohydrate sulfotransferase 11	0.56	0.97
386655	Eid2	EP300 interacting inhibitor of differentiation 2	0.87	1
19225	Ptgs2	prostaglandin-endoperoxide synthase 2	0.85	1
18787	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	0.78	1
72469	Plcd3	phospholipase C, delta 3	-0.77	1
110784	Nr3c2	nuclear receptor subfamily 3, group C, member 2	-0.71	1
17988	Ndrg1	N-myc downstream regulated gene 1	-0.67	1
12571	Cdk6	cyclin-dependent kinase 6	0.66	1
16190	Il4ra	interleukin 4 receptor, alpha	0.62	1
16706	Ksr1	kinase suppressor of ras 1	-0.62	1
18783	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	0.6	1
21753	Tes	testis derived transcript	0.58	1
20847	Stat2	signal transducer and activator of transcription 2	0.5	1
26570	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	0.49	1
30877	Gnl3	guanine nucleotide binding protein-like 3 (nucleolar)	0.49	1
19224	Ptgs1	prostaglandin-endoperoxide synthase 1	0.47	1
13867	Erbb3	erb-b2 receptor tyrosine kinase 3	-0.46	1
18514	Pbx1	pre B cell leukemia homeobox 1	0.43	1
108686	Ccdc88a	coiled coil domain containing 88A	-0.42	1
217124	Ppp1r9b	protein phosphatase 1, regulatory subunit 9B	0.42	1
19217	Ptger2	prostaglandin E receptor 2 (subtype EP2)	-0.41	1
112407	Egln3	egl-9 family hypoxia-inducible factor 3	-0.38	1
15441	Hp1bp3	heterochromatin protein 1, binding protein 3	-0.35	1
20775	Sqle	squalene epoxidase	0.35	1
66953	Cdca7	cell division cycle associated 7	0.35	1
14235	Foxm1	forkhead box M1	-0.34	1
21803	Tgfb1	transforming growth factor, beta 1	0.34	1
23988	Pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	0.33	1
12122	Bid	BH3 interacting domain death agonist	-0.32	1
19015	Ppard	peroxisome proliferator activator receptor delta	-0.32	1
20851	Stat5b	signal transducer and activator of transcription 5B	-0.32	1
104394	E2f4	E2F transcription factor 4	0.31	1
14056	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	-0.31	1
68240	Rpa3	replication protein A3	-0.29	1
12798	Cnn2	calponin 2	-0.28	1
17179	Matk	megakaryocyte-associated tyrosine kinase	-0.27	1
19229	Ptk2b	PTK2 protein tyrosine kinase 2 beta	0.27	1
67014	Riox2	ribosomal oxygenase 2	0.27	1
12520	Cd81	CD81 antigen	-0.26	1
20846	Stat1	signal transducer and activator of transcription 1	0.26	1
12576	Cdkn1b	cyclin-dependent kinase inhibitor 1B	-0.25	1
17134	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	-0.25	1
20491	Sla	src-like adaptor	-0.25	1
26379	Esrra	estrogen related receptor, alpha	-0.25	1
13433	Dnmt1	DNA methyltransferase (cytosine-5) 1	-0.24	1
16450	Jag2	jagged 2	-0.24	1
18792	Plau	plasminogen activator, urokinase	-0.24	1
74347	Meak7	MTOR associated protein , eak-7 homolog	-0.24	1
98496	Pid1	phosphotyrosine interaction domain containing 1	-0.23	1
13360	Dhcr7	7-dehydrocholesterol reductase	-0.22	1
109901	Cela1	chymotrypsin-like elastase family, member 1	-0.21	1
15939	Ier5	immediate early response 5	0.21	1
16480	Jup	junction plakoglobin	-0.21	1
14083	Ptk2	PTK2 protein tyrosine kinase 2	-0.2	1
21349	Tal1	T cell acute lymphocytic leukemia 1	0.2	1
21950	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	0.2	1
26450	Rbbp9	retinoblastoma binding protein 9, serine hydrolase	-0.2	1
12211	Birc6	baculoviral IAP repeat-containing 6	0.19	1
216858	Kctd11	potassium channel tetramerisation domain containing 11	0.19	1
56458	Foxo1	forkhead box O1	-0.19	1
70294	Rnf126	ring finger protein 126	0.19	1
14102	Fas	Fas (TNF receptor superfamily member 6)	-0.17	1
18764	Pkd2	polycystin 2, transient receptor potential cation channel	0.17	1
56744	Pf4	platelet factor 4	-0.17	1
16468	Jarid2	jumonji, AT rich interactive domain 2	0.16	1
17128	Smad4	SMAD family member 4	-0.16	1
17342	Mitf	melanogenesis associated transcription factor	0.16	1
18035	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	-0.16	1
21813	Tgfbr2	transforming growth factor, beta receptor II	-0.16	1
67030	Fancl	Fanconi anemia, complementation group L	-0.16	1
18128	Notch1	notch 1	-0.15	1
20692	Sparc	secreted acidic cysteine rich glycoprotein	0.15	1
