ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
56397	Morf4l2	mortality factor 4 like 2	0.38	0.53
12795	Plk3	polo like kinase 3	0.78	0.64
22594	Xrcc1	X-ray repair complementing defective repair in Chinese hamster cells 1	-0.31	0.74
226409	Zranb3	zinc finger, RAN-binding domain containing 3	-0.49	0.9
77987	Ascc3	activating signal cointegrator 1 complex subunit 3	0.53	0.91
15258	Hipk2	homeodomain interacting protein kinase 2	1.13	1
230379	Acer2	alkaline ceramidase 2	0.93	1
17869	Myc	myelocytomatosis oncogene	0.9	1
14049	Eya2	EYA transcriptional coactivator and phosphatase 2	-0.87	1
22224	Usp10	ubiquitin specific peptidase 10	0.79	1
11785	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	-0.69	1
319801	Tigar	Trp53 induced glycolysis regulatory phosphatase	0.66	1
104271	Tex15	testis expressed gene 15	-0.64	1
56505	Ruvbl1	RuvB-like protein 1	0.63	1
193838	Eme2	essential meiotic structure-specific endonuclease subunit 2	0.61	1
72899	Macrod2	MACRO domain containing 2	-0.61	1
17687	Msh5	mutS homolog 5	0.58	1
66098	Chchd6	coiled-coil-helix-coiled-coil-helix domain containing 6	-0.58	1
68048	Aen	apoptosis enhancing nuclease	0.58	1
12051	Bcl3	B cell leukemia/lymphoma 3	0.57	1
268465	Eme1	essential meiotic structure-specific endonuclease 1	-0.55	1
71991	Ercc8	excision repaiross-complementing rodent repair deficiency, complementation group 8	0.55	1
19366	Rad54l	RAD54 like (S. cerevisiae)	-0.53	1
208836	Fanci	Fanconi anemia, complementation group I	-0.53	1
209200	Dtx3l	deltex 3-like, E3 ubiquitin ligase	0.53	1
67236	Cinp	cyclin-dependent kinase 2 interacting protein	0.53	1
68114	Pwwp3a	PWWP domain containing 3A, DNA repair factor	-0.52	1
18143	Npas2	neuronal PAS domain protein 2	0.51	1
16882	Lig3	ligase III, DNA, ATP-dependent	0.5	1
77622	Apex2	apurinic/apyrimidinic endonuclease 2	0.5	1
72749	Tonsl	tonsoku-like, DNA repair protein	-0.48	1
22256	Ung	uracil DNA glycosylase	0.46	1
66634	Mcm8	minichromosome maintenance 8 homologous recombination repair factor	-0.45	1
80285	Parp9	poly (ADP-ribose) polymerase family, member 9	0.45	1
20913	Stxbp4	syntaxin binding protein 4	-0.44	1
209334	Gen1	GEN1, Holliday junction 5' flap endonuclease	-0.44	1
235610	Atrip	ATR interacting protein	0.44	1
70603	Mutyh	mutY DNA glycosylase	0.44	1
218793	Ube2e2	ubiquitin-conjugating enzyme E2E 2	-0.42	1
69747	Zswim7	zinc finger SWIM-type containing 7	0.42	1
74112	Usp16	ubiquitin specific peptidase 16	0.42	1
78903	Wrnip1	Werner helicase interacting protein 1	0.42	1
16881	Lig1	ligase I, DNA, ATP-dependent	-0.41	1
19362	Rad51ap1	RAD51 associated protein 1	-0.41	1
56371	Fzr1	fizzy and cell division cycle 20 related 1	-0.41	1
74522	Morc2a	microrchidia 2A	0.41	1
330177	Taok3	TAO kinase 3	-0.4	1
104806	Fancm	Fanconi anemia, complementation group M	-0.39	1
12144	Blm	Bloom syndrome, RecQ like helicase	-0.39	1
208084	Pif1	PIF1 5'-to-3' DNA helicase	-0.39	1
319955	Ercc6	excision repair cross-complementing rodent repair deficiency, complementation group 6	0.39	1
112407	Egln3	egl-9 family hypoxia-inducible factor 3	-0.38	1
18019	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	-0.38	1
66400	Alkbh7	alkB homolog 7	-0.38	1
214763	Cgas	cyclic GMP-AMP synthase	0.37	1
67884	Cfap410	cilia and flagella associated protein 410	-0.37	1
72391	Cdkn3	cyclin-dependent kinase inhibitor 3	-0.37	1
75317	Parpbp	PARP1 binding protein	-0.37	1
30939	Pttg1	pituitary tumor-transforming gene 1	-0.36	1
69090	Ascc1	activating signal cointegrator 1 complex subunit 1	-0.36	1
101831	Faap24	Fanconi anemia core complex associated protein 24	0.35	1
20174	Ruvbl2	RuvB-like protein 2	0.35	1
21665	Tdg	thymine DNA glycosylase	0.35	1
234258	Neil3	nei like 3 (E. coli)	-0.35	1
26447	Poli	polymerase (DNA directed), iota	0.35	1
68275	Rpa1	replication protein A1	-0.35	1
72103	Aplf	aprataxin and PNKP like factor	-0.35	1
13990	Smarcad1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	0.34	1
14235	Foxm1	forkhead box M1	-0.34	1
12371	Casp9	caspase 9	-0.33	1
18972	Pold2	polymerase (DNA directed), delta 2, regulatory subunit	0.33	1
245007	Zbtb38	zinc finger and BTB domain containing 38	-0.33	1
67667	Alkbh8	alkB homolog 8, tRNA methyltransferase	0.32	1
93757	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	-0.32	1
15499	Hsf1	heat shock factor 1	0.31	1
170770	Bbc3	BCL2 binding component 3	-0.31	1
19356	Rad17	RAD17 checkpoint clamp loader component	0.31	1
27354	Nbn	nibrin	0.31	1
50762	Fbxo6	F-box protein 6	-0.31	1
51869	Rif1	replication timing regulatory factor 1	0.31	1
56626	Poll	polymerase (DNA directed), lambda	-0.31	1
59029	Psmd14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	0.31	1
75764	Slx1b	SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)	-0.31	1
14884	Gtf2h1	general transcription factor II H, polypeptide 1	0.3	1
17685	Msh2	mutS homolog 2	-0.3	1
68145	Etaa1	Ewing tumor-associated antigen 1	-0.3	1
105377	Slf1	SMC5-SMC6 complex localization factor 1	0.29	1
12021	Bard1	BRCA1 associated RING domain 1	-0.29	1
13197	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha	-0.29	1
211651	Fancd2	Fanconi anemia, complementation group D2	-0.29	1
22427	Wrn	Werner syndrome RecQ like helicase	-0.29	1
232210	Hmces	5-hydroxymethylcytosine (hmC) binding, ES cell specific	-0.29	1
237911	Brip1	BRCA1 interacting protein C-terminal helicase 1	-0.29	1
54125	Polm	polymerase (DNA directed), mu	-0.29	1
68240	Rpa3	replication protein A3	-0.29	1
12443	Ccnd1	cyclin D1	-0.28	1
19359	Rad23b	RAD23 homolog B, nucleotide excision repair protein	0.28	1
21652	Phf1	PHD finger protein 1	-0.28	1
22201	Uba1	ubiquitin-like modifier activating enzyme 1	0.28	1
68251	Babam1	BRISC and BRCA1 A complex member 1	-0.28	1
110749	Chaf1b	chromatin assembly factor 1, subunit B (p60)	-0.27	1
17314	Mgmt	O-6-methylguanine-DNA methyltransferase	-0.27	1
17686	Msh3	mutS homolog 3	-0.27	1
382985	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible)	-0.27	1
50883	Chek2	checkpoint kinase 2	-0.27	1
59026	Huwe1	HECT, UBA and WWE domain containing 1	0.27	1
67196	Ube2t	ubiquitin-conjugating enzyme E2T	-0.27	1
68026	Pclaf	PCNA clamp associated factor	-0.27	1
99890	Prmt6	protein arginine N-methyltransferase 6	0.27	1
14375	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6	0.26	1
228012	Tlk1	tousled-like kinase 1	-0.26	1
12227	Btg2	BTG anti-proliferation factor 2	-0.25	1
26416	Mapk14	mitogen-activated protein kinase 14	-0.25	1
52679	E2f7	E2F transcription factor 7	0.25	1
69745	Pold4	polymerase (DNA-directed), delta 4	-0.25	1
217716	Mlh3	mutL homolog 3	-0.24	1
69928	Cenps	centromere protein S	-0.24	1
70020	Ino80b	INO80 complex subunit B	-0.24	1
70790	Ubr5	ubiquitin protein ligase E3 component n-recognin 5	0.24	1
14088	Fancc	Fanconi anemia, complementation group C	0.23	1
20892	Cenpx	centromere protein X	-0.23	1
218294	Cdc14b	CDC14 cell division cycle 14B	-0.23	1
23808	Ash2l	ASH2 like histone lysine methyltransferase complex subunit	0.23	1
26430	Parg	poly (ADP-ribose) glycohydrolase	0.23	1
320209	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	0.23	1
56456	Actl6a	actin-like 6A	0.23	1
60534	Fancg	Fanconi anemia, complementation group G	-0.23	1
66209	Inip	INTS3 and NABP interacting protein	0.23	1
68964	Ctc1	CTS telomere maintenance complex component 1	-0.23	1
114741	Supt16	SPT16, facilitates chromatin remodeling subunit	0.22	1
14048	Eya1	EYA transcriptional coactivator and phosphatase 1	-0.22	1
170787	Hdac10	histone deacetylase 10	-0.22	1
19355	Rad1	RAD1 checkpoint DNA exonuclease	0.22	1
408022	Primpol	primase and polymerase (DNA-directed)	-0.22	1
50505	Ercc4	excision repair cross-complementing rodent repair deficiency, complementation group 4	0.22	1
53314	Batf	basic leucine zipper transcription factor, ATF-like	0.22	1
56207	Uchl5	ubiquitin carboxyl-terminal esterase L5	0.22	1
67788	Sfr1	SWI5 dependent recombination repair 1	-0.22	1
69596	Ap5s1	adaptor-related protein 5 complex, sigma 1 subunit	-0.22	1
71514	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	0.22	1
94232	Ubqln4	ubiquilin 4	0.22	1
106821	Oard1	O-acyl-ADP-ribose deacylase 1	-0.21	1
12028	Bax	BCL2-associated X protein	-0.21	1
12419	Cbx5	chromobox 5	-0.21	1
16969	Zbtb7a	zinc finger and BTB domain containing 7a	-0.21	1
19090	Prkdc	protein kinase, DNA activated, catalytic polypeptide	-0.21	1
209357	Gtf2h3	general transcription factor IIH, polypeptide 3	0.21	1
212377	Mms22l	MMS22-like, DNA repair protein	-0.21	1
219022	Ttc5	tetratricopeptide repeat domain 5	-0.21	1
219158	Ccar2	cell cycle activator and apoptosis regulator 2	-0.21	1
22210	Ube2b	ubiquitin-conjugating enzyme E2B	-0.21	1
230848	Zbtb40	zinc finger and BTB domain containing 40	0.21	1
235587	Parp3	poly (ADP-ribose) polymerase family, member 3	0.21	1
252870	Usp7	ubiquitin specific peptidase 7	0.21	1
381921	Taok2	TAO kinase 2	-0.21	1
52864	Slx4	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)	0.21	1
623474	Rad54b	RAD54 homolog B (S. cerevisiae)	-0.21	1
70681	Abraxas1	BRCA1 A complex subunit	-0.21	1
71885	Faap100	Fanconi anemia core complex associated protein 100	-0.21	1
13871	Ercc2	excision repair cross-complementing rodent repair deficiency, complementation group 2	0.2	1
15574	Hus1	HUS1 checkpoint clamp component	0.2	1
17096	Lyn	LYN proto-oncogene, Src family tyrosine kinase	-0.2	1
21973	Top2a	topoisomerase (DNA) II alpha	-0.2	1
224008	Spidr	scaffolding protein involved in DNA repair	-0.2	1
28000	Prpf19	pre-mRNA processing factor 19	0.2	1
71711	Mus81	MUS81 structure-specific endonuclease subunit	-0.2	1
117599	Helb	helicase (DNA) B	-0.19	1
12189	Brca1	breast cancer 1, early onset	-0.19	1
18973	Pole	polymerase (DNA directed), epsilon	-0.19	1
19357	Rad21	RAD21 cohesin complex component	-0.19	1
19361	Rad51	RAD51 recombinase	-0.19	1
19647	Rbbp6	retinoblastoma binding protein 6, ubiquitin ligase	0.19	1
226026	Smc5	structural maintenance of chromosomes 5	-0.19	1
235134	Nfrkb	nuclear factor related to kappa B binding protein	0.19	1
244059	Chd2	chromodomain helicase DNA binding protein 2	-0.19	1
26417	Mapk3	mitogen-activated protein kinase 3	-0.19	1
269582	Clspn	claspin	-0.19	1
54380	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	-0.19	1
56458	Foxo1	forkhead box O1	-0.19	1
67711	Nsmce1	NSE1 homolog, SMC5-SMC6 complex component	-0.19	1
68077	Nop53	NOP53 ribosome biogenesis factor	-0.19	1
70925	Cdkn2aip	CDKN2A interacting protein	-0.19	1
71567	Mcm9	minichromosome maintenance 9 homologous recombination repair factor	-0.19	1
74168	Zdhhc16	zinc finger, DHHC domain containing 16	0.19	1
12572	Cdk7	cyclin-dependent kinase 7	0.18	1
18971	Pold1	polymerase (DNA directed), delta 1, catalytic subunit	-0.18	1
26909	Exo1	exonuclease 1	0.18	1
382639	Zbtb42	zinc finger and BTB domain containing 42	-0.18	1
50755	Fbh1	F-box DNA helicase 1	-0.18	1
74153	Uba7	ubiquitin-like modifier activating enzyme 7	0.18	1
80905	Polh	polymerase (DNA directed), eta (RAD 30 related)	0.18	1
114714	Rad51c	RAD51 paralog C	-0.17	1
11792	Apex1	apurinic/apyrimidinic endonuclease 1	0.17	1
17164	Mapkapk2	MAP kinase-activated protein kinase 2	0.17	1
