ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
28114	Nsun2	NOL1/NOP2/Sun domain family member 2	0.92	0.31
12444	Ccnd2	cyclin D2	1.12	0.9
217325	Llgl2	LLGL2 scribble cell polarity complex component	-0.67	1
12571	Cdk6	cyclin-dependent kinase 6	0.66	1
66406	Sac3d1	SAC3 domain containing 1	0.66	1
58220	Pard6b	par-6 family cell polarity regulator beta	0.65	1
63955	Cables1	CDK5 and Abl enzyme substrate 1	0.65	1
72080	Sapcd2	suppressor APC domain containing 2	0.64	1
56505	Ruvbl1	RuvB-like protein 1	0.63	1
78906	Misp	mitotic spindle positioning	-0.57	1
12531	Cdc25b	cell division cycle 25B	-0.54	1
100088	Rcc1	regulator of chromosome condensation 1	0.53	1
67236	Cinp	cyclin-dependent kinase 2 interacting protein	0.53	1
16882	Lig3	ligase III, DNA, ATP-dependent	0.5	1
18005	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2	-0.5	1
28035	Usp39	ubiquitin specific peptidase 39	0.48	1
12452	Ccng2	cyclin G2	-0.47	1
74187	Katnb1	katanin p80 (WD40-containing) subunit B 1	-0.46	1
269587	Epb41	erythrocyte membrane protein band 4.1	0.45	1
66140	Ska2	spindle and kinetochore associated complex subunit 2	-0.45	1
66468	Ska1	spindle and kinetochore associated complex subunit 1	-0.44	1
71878	Fam83d	family with sequence similarity 83, member D	-0.43	1
320165	Tacc1	transforming, acidic coiled-coil containing protein 1	-0.42	1
74112	Usp16	ubiquitin specific peptidase 16	0.42	1
12442	Ccnb2	cyclin B2	-0.41	1
16881	Lig1	ligase I, DNA, ATP-dependent	-0.41	1
56371	Fzr1	fizzy and cell division cycle 20 related 1	-0.41	1
226154	Lzts2	leucine zipper, putative tumor suppressor 2	-0.4	1
320213	Senp5	SUMO/sentrin specific peptidase 5	0.4	1
56513	Pard6a	par-6 family cell polarity regulator alpha	-0.39	1
70645	Oip5	Opa interacting protein 5	-0.39	1
215445	Rab11fip3	RAB11 family interacting protein 3 (class II)	-0.38	1
226747	Ahctf1	AT hook containing transcription factor 1	0.38	1
67629	Spc24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	-0.38	1
68298	Ncapd2	non-SMC condensin I complex, subunit D2	-0.38	1
208628	Kntc1	kinetochore associated 1	-0.36	1
21749	Terf1	telomeric repeat binding factor 1	-0.36	1
30939	Pttg1	pituitary tumor-transforming gene 1	-0.36	1
67141	Fbxo5	F-box protein 5	-0.36	1
66934	Dsn1	DSN1 homolog, MIS12 kinetochore complex component	-0.35	1
69912	Nup43	nucleoporin 43	0.35	1
108907	Nusap1	nucleolar and spindle associated protein 1	-0.34	1
12532	Cdc25c	cell division cycle 25C	-0.34	1
67121	Mastl	microtubule associated serine/threonine kinase-like	-0.34	1
215387	Ncaph	non-SMC condensin I complex, subunit H	-0.33	1
71710	Lrrcc1	leucine rich repeat and coiled-coil domain containing 1	-0.33	1
16563	Kif2a	kinesin family member 2A	-0.32	1
235406	Snx33	sorting nexin 33	-0.32	1
239833	Lmln	leishmanolysin-like (metallopeptidase M8 family)	-0.32	1
381293	Kif14	kinesin family member 14	-0.32	1
56150	Mad2l1	MAD2 mitotic arrest deficient-like 1	-0.32	1
12316	Aspm	abnormal spindle microtubule assembly	-0.31	1
12530	Cdc25a	cell division cycle 25A	0.31	1
14793	Cdca3	cell division cycle associated 3	-0.31	1
74393	Map10	microtubule-associated protein 10	0.31	1
12449	Ccnf	cyclin F	-0.3	1
16551	Kif11	kinesin family member 11	-0.3	1
70218	Kif18b	kinesin family member 18B	-0.3	1
109212	Pimreg	PICALM interacting mitotic regulator	-0.29	1
72124	Seh1l	SEH1-like (S. cerevisiae	0.29	1
12443	Ccnd1	cyclin D1	-0.28	1
19384	Ran	RAN, member RAS oncogene family	0.28	1
19645	Rb1	RB transcriptional corepressor 1	-0.28	1
233406	Prc1	protein regulator of cytokinesis 1	-0.28	1
320394	Cenpt	centromere protein T	-0.28	1
51944	Knstrn	kinetochore-localized astrin/SPAG5 binding	-0.28	1
67139	Mis12	MIS12 kinetochore complex component	0.28	1
68251	Babam1	BRISC and BRCA1 A complex member 1	-0.28	1
73420	Ccsap	centriole, cilia and spindle associated protein	-0.28	1
77744	Bora	bora, aurora kinase A activator	0.28	1
12428	Ccna2	cyclin A2	-0.27	1
212514	Spice1	spindle and centriole associated protein 1	-0.27	1
22088	Tsg101	tumor susceptibility gene 101	-0.27	1
50523	Lats2	large tumor suppressor 2	-0.27	1
50883	Chek2	checkpoint kinase 2	-0.27	1
54204	Sept1	septin 1	-0.27	1
66977	Nuf2	NUF2, NDC80 kinetochore complex component	-0.27	1
105083	Pelo	pelota mRNA surveillance and ribosome rescue factor	0.26	1
108912	Cdca2	cell division cycle associated 2	-0.26	1
66197	Cks2	CDC28 protein kinase regulatory subunit 2	-0.26	1
66442	Spc25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	-0.26	1
72415	Sgo1	shugoshin 1	-0.26	1
76123	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	-0.26	1
76464	Knl1	kinetochore scaffold 1	-0.26	1
14020	Evi5	ecotropic viral integration site 5	-0.25	1
16553	Kif13a	kinesin family member 13A	-0.25	1
20877	Aurkb	aurora kinase B	-0.25	1
227695	Spout1	SPOUT domain containing methyltransferase 1	0.25	1
26934	Racgap1	Rac GTPase-activating protein 1	-0.25	1
66156	Anapc11	anaphase promoting complex subunit 11	-0.25	1
103080	Sept10	septin 10	0.24	1
110253	Triobp	TRIO and F-actin binding protein	-0.24	1
15201	Hells	helicase, lymphoid specific	0.24	1
67037	Pmf1	polyamine-modulated factor 1	-0.24	1
67052	Ndc80	NDC80 kinetochore complex component	-0.24	1
69028	Mitd1	MIT, microtubule interacting and transport, domain containing 1	0.24	1
69928	Cenps	centromere protein S	-0.24	1
70385	Spdl1	spindle apparatus coiled-coil protein 1	-0.24	1
73804	Kif2c	kinesin family member 2C	-0.24	1
76044	Ncapg2	non-SMC condensin II complex, subunit G2	-0.24	1
