ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
18715	Pim2	proviral integration site 2	2.66	0.0011
13838	Epha4	Eph receptor A4	2.4	0.054
72344	Usp36	ubiquitin specific peptidase 36	1.04	0.086
56401	P3h1	prolyl 3-hydroxylase 1	0.69	0.39
18628	Per3	period circadian clock 3	-0.83	0.55
58231	Stk4	serine/threonine kinase 4	-0.49	0.56
69237	Gtpbp4	GTP binding protein 4	0.86	0.59
74126	Syvn1	synovial apoptosis inhibitor 1, synoviolin	0.76	0.66
12466	Cct6a	chaperonin containing Tcp1, subunit 6a (zeta)	0.57	0.85
18712	Pim1	proviral integration site 1	1.09	0.88
12317	Calr	calreticulin	0.55	0.88
23992	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	-0.51	0.93
54651	Usp27x	ubiquitin specific peptidase 27, X chromosome	0.74	0.99
15510	Hspd1	heat shock protein 1 (chaperonin)	0.76	1
11785	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	-0.69	1
54396	Irgm2	immunity-related GTPase family M member 2	0.68	1
67916	Plpp3	phospholipid phosphatase 3	-0.67	1
11931	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	-0.56	1
210009	Mtrr	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	0.54	1
12462	Cct3	chaperonin containing Tcp1, subunit 3 (gamma)	0.53	1
11806	Apoa1	apolipoprotein A-I	-0.52	1
29810	Bag3	BCL2-associated athanogene 3	0.5	1
74838	Naa15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	0.48	1
56274	Stk3	serine/threonine kinase 3	0.47	1
18148	Npm1	nucleophosmin 1	0.46	1
66634	Mcm8	minichromosome maintenance 8 homologous recombination repair factor	-0.45	1
11787	Apbb2	amyloid beta (A4) precursor protein-binding, family B, member 2	-0.44	1
20913	Stxbp4	syntaxin binding protein 4	-0.44	1
15519	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	0.42	1
69747	Zswim7	zinc finger SWIM-type containing 7	0.42	1
18673	Phb	prohibitin	0.39	1
71718	Telo2	telomere maintenance 2	0.37	1
80985	Trim44	tripartite motif-containing 44	0.36	1
21454	Tcp1	t-complex protein 1	0.34	1
22404	Wiz	widely-interspaced zinc finger motifs	0.34	1
338337	Cog3	component of oligomeric golgi complex 3	0.34	1
57816	Tesc	tescalcin	-0.34	1
23988	Pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	0.33	1
56426	Pdcd10	programmed cell death 10	0.33	1
12465	Cct5	chaperonin containing Tcp1, subunit 5 (epsilon)	0.32	1
12469	Cct8	chaperonin containing Tcp1, subunit 8 (theta)	0.32	1
