ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
16175	Il1a	interleukin 1 alpha	3.08	0.00095
13009	Csrp3	cysteine and glycine-rich protein 3	3.73	0.0035
20344	Selp	selectin, platelet	2.24	0.0035
16176	Il1b	interleukin 1 beta	1.41	0.48
17874	Myd88	myeloid differentiation primary response gene 88	0.64	0.56
16193	Il6	interleukin 6	1.54	0.63
17125	Smad1	SMAD family member 1	-0.54	0.63
108078	Olr1	oxidized low density lipoprotein (lectin-like) receptor 1	0.6	0.92
20848	Stat3	signal transducer and activator of transcription 3	0.76	0.93
19218	Ptger3	prostaglandin E receptor 3 (subtype EP3)	1.09	1
13710	Elf3	E74-like factor 3	-0.97	1
19225	Ptgs2	prostaglandin-endoperoxide synthase 2	0.85	1
21390	Tbxa2r	thromboxane A2 receptor	-0.77	1
14062	F2r	coagulation factor II (thrombin) receptor	0.7	1
76527	Il34	interleukin 34	-0.65	1
16420	Itgb6	integrin beta 6	-0.64	1
21825	Thbs1	thrombospondin 1	0.62	1
20297	Ccl20	chemokine (C-C motif) ligand 20	-0.57	1
12326	Camk4	calcium/calmodulin-dependent protein kinase IV	-0.52	1
19224	Ptgs1	prostaglandin-endoperoxide synthase 1	0.47	1
57260	Ltb4r2	leukotriene B4 receptor 2	0.47	1
15184	Hdac5	histone deacetylase 5	-0.45	1
70747	Tspan2	tetraspanin 2	-0.42	1
73086	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5	-0.42	1
12363	Casp4	caspase 4, apoptosis-related cysteine peptidase	0.41	1
19217	Ptger2	prostaglandin E receptor 2 (subtype EP2)	-0.41	1
106759	Ticam1	toll-like receptor adaptor molecule 1	0.4	1
20311	Cxcl5	chemokine (C-X-C motif) ligand 5	-0.4	1
16950	Loxl3	lysyl oxidase-like 3	0.39	1
16365	Acod1	aconitate decarboxylase 1	-0.38	1
20312	Cx3cl1	chemokine (C-X3-C motif) ligand 1	-0.38	1
330122	Cxcl3	chemokine (C-X-C motif) ligand 3	-0.37	1
