ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
14254	Flt1	FMS-like tyrosine kinase 1	2.25	0.033
21687	Tek	TEK receptor tyrosine kinase	-1.8	0.039
68169	Ndnf	neuron-derived neurotrophic factor	2.03	0.17
22375	Wars	tryptophanyl-tRNA synthetase	0.95	0.47
11852	Rhob	ras homolog family member B	-0.56	0.59
330171	Kctd10	potassium channel tetramerisation domain containing 10	-0.34	0.59
17975	Ncl	nucleolin	0.63	0.75
52014	Nus1	NUS1 dehydrodolichyl diphosphate synthase subunit	0.47	0.75
19225	Ptgs2	prostaglandin-endoperoxide synthase 2	0.85	1
13609	S1pr1	sphingosine-1-phosphate receptor 1	0.8	1
72469	Plcd3	phospholipase C, delta 3	-0.77	1
12822	Col18a1	collagen, type XVIII, alpha 1	0.74	1
78560	Adgra2	adhesion G protein-coupled receptor A2	0.66	1
11600	Angpt1	angiopoietin 1	-0.61	1
672511	Rnf213	ring finger protein 213	0.59	1
22379	Fmnl3	formin-like 3	-0.55	1
14388	Gab1	growth factor receptor bound protein 2-associated protein 1	-0.49	1
74838	Naa15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	0.48	1
22341	Vegfc	vascular endothelial growth factor C	0.46	1
50785	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	0.46	1
101540	Prkd2	protein kinase D2	-0.43	1
14367	Fzd5	frizzled class receptor 5	-0.4	1
68833	Pdcl3	phosducin-like 3	-0.4	1
12778	Ackr3	atypical chemokine receptor 3	-0.39	1
11727	Ang	angiogenin, ribonuclease, RNase A family, 5	-0.38	1
14766	Adgrg1	adhesion G protein-coupled receptor G1	-0.38	1
69601	Dab2ip	disabled 2 interacting protein	-0.36	1
13666	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	0.35	1
14645	Glul	glutamate-ammonia ligase (glutamine synthetase)	-0.34	1
19883	Rora	RAR-related orphan receptor alpha	-0.34	1
20349	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	0.34	1
30955	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	-0.33	1
56426	Pdcd10	programmed cell death 10	0.33	1
22433	Xbp1	X-box binding protein 1	0.32	1
50767	Pnpla6	patatin-like phospholipase domain containing 6	-0.31	1
269831	Tspan12	tetraspanin 12	-0.3	1
56089	Ramp3	receptor (calcitonin) activity modifying protein 3	-0.3	1
13835	Epha1	Eph receptor A1	-0.29	1
72324	Plxdc1	plexin domain containing 1	0.29	1
18771	Pknox1	Pbx/knotted 1 homeobox	0.28	1
320924	Ccbe1	collagen and calcium binding EGF domains 1	-0.28	1
16542	Kdr	kinase insert domain protein receptor	-0.27	1
18590	Pdgfa	platelet derived growth factor, alpha	-0.27	1
19229	Ptk2b	PTK2 protein tyrosine kinase 2 beta	0.27	1
27494	Amot	angiomotin	-0.27	1
21846	Tie1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	-0.26	1
28106	Mydgf	myeloid derived growth factor	0.26	1
30878	Apln	apelin	-0.26	1
53415	Htatip2	HIV-1 Tat interactive protein 2	-0.26	1
12224	Klf5	Kruppel-like factor 5	-0.25	1
26416	Mapk14	mitogen-activated protein kinase 14	-0.25	1
18792	Plau	plasminogen activator, urokinase	-0.24	1
51801	Ramp1	receptor (calcitonin) activity modifying protein 1	-0.24	1
121021	Cspg4	chondroitin sulfate proteoglycan 4	-0.23	1
13713	Elk3	ELK3, member of ETS oncogene family	-0.22	1
22344	Vezf1	vascular endothelial zinc finger 1	-0.22	1
13642	Efnb2	ephrin B2	-0.21	1
16790	Anpep	alanyl (membrane) aminopeptidase	-0.21	1
14083	Ptk2	PTK2 protein tyrosine kinase 2	-0.2	1
21349	Tal1	T cell acute lymphocytic leukemia 1	0.2	1
68585	Rtn4	reticulon 4	0.2	1
13846	Ephb4	Eph receptor B4	-0.19	1
22346	Vhl	von Hippel-Lindau tumor suppressor	-0.19	1
381823	Apold1	apolipoprotein L domain containing 1	0.19	1
79264	Krit1	KRIT1, ankyrin repeat containing	-0.19	1
19014	Med1	mediator complex subunit 1	0.18	1
230126	Shb	src homology 2 domain-containing transforming protein B	0.18	1
19108	Prkx	protein kinase, X-linked	-0.17	1
230738	Zc3h12a	zinc finger CCCH type containing 12A	-0.17	1
29876	Clic4	chloride intracellular channel 4 (mitochondrial)	0.17	1
56332	Amotl2	angiomotin-like 2	0.17	1
66549	Aggf1	angiogenic factor with G patch and FHA domains 1	0.17	1
12306	Anxa2	annexin A2	-0.16	1
13601	Ecm1	extracellular matrix protein 1	0.16	1
16173	Il18	interleukin 18	0.16	1
58223	Mmp19	matrix metallopeptidase 19	-0.16	1
84004	Mcam	melanoma cell adhesion molecule	0.16	1
11490	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)	-0.15	1
