ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
1026	CDKN1A	cyclin dependent kinase inhibitor 1A	-1.03	1.5e-05
9252	RPS6KA5	ribosomal protein S6 kinase A5	-2.51	1.7e-05
6659	SOX4	SRY-box transcription factor 4	-2.42	1.7e-05
5581	PRKCE	protein kinase C epsilon	-1.22	2e-05
1021	CDK6	cyclin dependent kinase 6	-0.73	6.4e-05
5894	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	0.77	7.4e-05
8651	SOCS1	suppressor of cytokine signaling 1	-1.23	0.00011
672	BRCA1	BRCA1 DNA repair associated	-1.23	0.00012
4609	MYC	MYC proto-oncogene, bHLH transcription factor	0.82	0.00012
5598	MAPK7	mitogen-activated protein kinase 7	0.8	0.00019
3667	IRS1	insulin receptor substrate 1	0.72	0.00019
27250	PDCD4	programmed cell death 4	-0.62	0.00023
4193	MDM2	MDM2 proto-oncogene	-0.6	0.00024
4851	NOTCH1	notch receptor 1	-0.81	0.00025
2744	GLS	glutaminase	1.17	0.00026
8660	IRS2	insulin receptor substrate 2	2.1	3e-04
23414	ZFPM2	zinc finger protein, FOG family member 2	-0.61	0.00033
6774	STAT3	signal transducer and activator of transcription 3	0.6	0.00034
4854	NOTCH3	notch receptor 3	0.56	0.00037
6093	ROCK1	Rho associated coiled-coil containing protein kinase 1	0.55	0.00037
836	CASP3	caspase 3	0.72	0.00073
5292	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	-0.87	0.00095
1788	DNMT3A	DNA methyltransferase 3 alpha	-0.61	0.00097
4170	MCL1	MCL1 apoptosis regulator, BCL2 family member	0.57	0.001
5728	PTEN	phosphatase and tensin homolog	-0.42	0.0013
7157	TP53	tumor protein p53	-0.45	0.0014
2146	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	-0.98	0.0015
5290	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	0.56	0.0015
10253	SPRY2	sprouty RTK signaling antagonist 2	0.61	0.0016
7057	THBS1	thrombospondin 1	1.87	0.0017
11186	RASSF1	Ras association domain family member 1	0.43	0.0018
7042	TGFB2	transforming growth factor beta 2	-1.55	0.0019
4363	ABCC1	ATP binding cassette subfamily C member 1	-0.42	0.0021
5328	PLAU	plasminogen activator, urokinase	-0.52	0.0024
7078	TIMP3	TIMP metallopeptidase inhibitor 3	-0.72	0.0027
27086	FOXP1	forkhead box P1	-0.35	0.0031
5156	PDGFRA	platelet derived growth factor receptor alpha	0.54	0.0033
7148	TNXB	tenascin XB	-0.52	0.0043
399694	SHC4	SHC adaptor protein 4	-0.89	0.0048
5243	ABCB1	ATP binding cassette subfamily B member 1	-0.74	0.0049
6935	ZEB1	zinc finger E-box binding homeobox 1	0.38	0.0049
90427	BMF	Bcl2 modifying factor	-0.72	0.0052
5604	MAP2K1	mitogen-activated protein kinase kinase 1	0.44	0.0053
6624	FSCN1	fascin actin-bundling protein 1	-0.52	0.0063
2475	MTOR	mechanistic target of rapamycin kinase	0.66	0.0066
1029	CDKN2A	cyclin dependent kinase inhibitor 2A	-0.34	0.0068
894	CCND2	cyclin D2	-0.59	0.0069
599	BCL2L2	BCL2 like 2	0.33	0.0069
596	BCL2	BCL2 apoptosis regulator	-0.46	0.0088
7422	VEGFA	vascular endothelial growth factor A	-1.27	0.0093
6655	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	0.47	0.01
3265	HRAS	HRas proto-oncogene, GTPase	0.35	0.011
3162	HMOX1	heme oxygenase 1	-1.29	0.012
9839	ZEB2	zinc finger E-box binding homeobox 2	-0.32	0.013
898	CCNE1	cyclin E1	-0.7	0.014
4893	NRAS	NRAS proto-oncogene, GTPase	0.28	0.014
5159	PDGFRB	platelet derived growth factor receptor beta	0.35	0.015
1789	DNMT3B	DNA methyltransferase 3 beta	-0.75	0.016
3371	TNC	tenascin C	-0.83	0.018
1398	CRK	CRK proto-oncogene, adaptor protein	0.25	0.019
3551	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	0.23	0.023
4233	MET	MET proto-oncogene, receptor tyrosine kinase	0.57	0.032
