ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
11841	Arf2	ADP-ribosylation factor 2	0.88	0.29
18195	Nsf	N-ethylmaleimide sensitive fusion protein	0.96	0.3
217517	Stxbp6	syntaxin binding protein 6 (amisyn)	1.09	0.98
80976	Syt13	synaptotagmin XIII	0.69	1
72772	Rint1	RAD50 interactor 1	0.58	1
13852	Stx2	syntaxin 2	-0.55	1
66964	Golt1b	golgi transport 1B	0.55	1
74325	Cltb	clathrin, light polypeptide (Lcb)	0.55	1
15481	Hspa8	heat shock protein 8	0.49	1
270192	Rab6b	RAB6B, member RAS oncogene family	-0.48	1
70361	Lman1	lectin, mannose-binding, 1	0.48	1
27054	Sec23b	SEC23 homolog B, COPII coat complex component	0.45	1
216705	Clint1	clathrin interactor 1	0.44	1
71648	Optn	optineurin	-0.44	1
16559	Kif17	kinesin family member 17	-0.43	1
20743	Sptbn2	spectrin beta, non-erythrocytic 2	-0.42	1
193813	Mcfd2	multiple coagulation factor deficiency 2	0.4	1
11861	Arl4a	ADP-ribosylation factor-like 4A	-0.38	1
215445	Rab11fip3	RAB11 family interacting protein 3 (class II)	-0.38	1
56041	Uso1	USO1 vesicle docking factor	0.38	1
22317	Vamp1	vesicle-associated membrane protein 1	-0.37	1
233405	Vps33b	vacuolar protein sorting 33B	-0.37	1
77371	Sec24a	Sec24 related gene family, member A (S. cerevisiae)	0.37	1
75423	Arl5a	ADP-ribosylation factor-like 5A	0.36	1
12794	Cnih2	cornichon family AMPA receptor auxiliary protein 2	-0.34	1
20912	Stxbp3	syntaxin binding protein 3	-0.34	1
226422	Rab29	RAB29, member RAS oncogene family	-0.34	1
240667	Sec31b	Sec31 homolog B (S. cerevisiae)	0.34	1
252903	Ap1s3	adaptor-related protein complex AP-1, sigma 3	0.34	1
225651	Mppe1	metallophosphoesterase 1	-0.33	1
216131	Trappc10	trafficking protein particle complex 10	-0.32	1
269589	Sytl1	synaptotagmin-like 1	-0.31	1
50907	Preb	prolactin regulatory element binding	0.31	1
