ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
13009	Csrp3	cysteine and glycine-rich protein 3	3.73	0.0035
13800	Enah	ENAH actin regulator	2.24	0.0036
14254	Flt1	FMS-like tyrosine kinase 1	2.25	0.033
51789	Tnk2	tyrosine kinase, non-receptor, 2	-0.95	0.13
75646	Rai14	retinoic acid induced 14	1.36	0.32
19415	Rasal1	RAS protein activator like 1 (GAP1 like)	2.34	0.33
17684	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	0.68	0.39
93966	Hemgn	hemogen	-1.02	0.41
13641	Efnb1	ephrin B1	-1.03	0.44
11852	Rhob	ras homolog family member B	-0.56	0.59
20779	Src	Rous sarcoma oncogene	-0.9	0.75
52014	Nus1	NUS1 dehydrodolichyl diphosphate synthase subunit	0.47	0.75
216161	Sbno2	strawberry notch 2	0.68	0.83
193385	Ripor2	RHO family interacting cell polarization regulator 2	-0.33	0.87
72504	Taf4b	TATA-box binding protein associated factor 4b	1.03	0.9
268663	Cdhr2	cadherin-related family member 2	-1	1
13710	Elf3	E74-like factor 3	-0.97	1
380698	Obscn	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	-0.96	1
14314	Fstl1	follistatin-like 1	0.91	1
386655	Eid2	EP300 interacting inhibitor of differentiation 2	0.87	1
13008	Csrp2	cysteine and glycine-rich protein 2	0.83	1
20539	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	0.79	1
12163	Bmp8a	bone morphogenetic protein 8a	0.72	1
66912	Bzw2	basic leucine zipper and W2 domains 2	0.71	1
12571	Cdk6	cyclin-dependent kinase 6	0.66	1
104271	Tex15	testis expressed gene 15	-0.64	1
67102	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	0.64	1
13017	Ctbp2	C-terminal binding protein 2	0.62	1
11600	Angpt1	angiopoietin 1	-0.61	1
57815	Spata5	spermatogenesis associated 5	0.61	1
71904	Paqr7	progestin and adipoQ receptor family member VII	-0.6	1
18132	Notch4	notch 4	-0.58	1
53885	Nphp1	nephronophthisis 1 (juvenile) homolog (human)	-0.57	1
71242	Spata24	spermatogenesis associated 24	-0.57	1
74762	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	-0.57	1
84653	Hes7	hes family bHLH transcription factor 7	-0.56	1
13852	Stx2	syntaxin 2	-0.55	1
93842	Igsf9	immunoglobulin superfamily, member 9	-0.55	1
101869	Unc45a	unc-45 myosin chaperone A	0.54	1
15490	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7	0.53	1
69504	Zfp932	zinc finger protein 932	0.53	1
73739	Cby1	chibby family member 1, beta catenin antagonist	-0.5	1
11819	Nr2f2	nuclear receptor subfamily 2, group F, member 2	-0.49	1
231872	Aimp2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	0.49	1
18230	Nxn	nucleoredoxin	0.48	1
22691	Zscan2	zinc finger and SCAN domain containing 2	-0.48	1
56190	Rbm38	RNA binding motif protein 38	-0.48	1
74838	Naa15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	0.48	1
104156	Etv5	ets variant 5	0.47	1
22341	Vegfc	vascular endothelial growth factor C	0.46	1
320799	Zhx3	zinc fingers and homeoboxes 3	-0.46	1
77963	Hook1	hook microtubule tethering protein 1	-0.46	1
12398	Cbfa2t3	CBFA2/RUNX1 translocation partner 3	-0.45	1
14174	Fgf3	fibroblast growth factor 3	0.45	1
71093	Atoh8	atonal bHLH transcription factor 8	-0.45	1
72634	Tdrkh	tudor and KH domain containing protein	0.45	1
20359	Sema6b	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	0.44	1
240084	Cchcr1	coiled-coil alpha-helical rod protein 1	-0.44	1
18514	Pbx1	pre B cell leukemia homeobox 1	0.43	1
21833	Thra	thyroid hormone receptor alpha	-0.43	1
23882	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	0.43	1
107515	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4	-0.42	1
217124	Ppp1r9b	protein phosphatase 1, regulatory subunit 9B	0.42	1
30948	Bin1	bridging integrator 1	-0.42	1
70772	Ggnbp1	gametogenetin binding protein 1	-0.42	1
20893	Bhlhe40	basic helix-loop-helix family, member e40	0.41	1
214572	Prmt7	protein arginine N-methyltransferase 7	0.41	1
12934	Dpysl2	dihydropyrimidinase-like 2	-0.4	1
14367	Fzd5	frizzled class receptor 5	-0.4	1
212670	Catsper2	cation channel, sperm associated 2	0.4	1
241296	Lrrc8a	leucine rich repeat containing 8A VRAC subunit A	-0.4	1
110596	Arhgef28	Rho guanine nucleotide exchange factor (GEF) 28	-0.39	1
224661	Slc26a8	solute carrier family 26, member 8	-0.39	1
11727	Ang	angiogenin, ribonuclease, RNase A family, 5	-0.38	1
14766	Adgrg1	adhesion G protein-coupled receptor G1	-0.38	1
15378	Hnf4a	hepatic nuclear factor 4, alpha	-0.38	1
56503	Ankrd49	ankyrin repeat domain 49	0.38	1
22026	Nr2c2	nuclear receptor subfamily 2, group C, member 2	-0.37	1
12890	Cplx2	complexin 2	-0.36	1
19411	Rarg	retinoic acid receptor, gamma	-0.35	1
21804	Tgfb1i1	transforming growth factor beta 1 induced transcript 1	-0.35	1
54601	Foxo4	forkhead box O4	-0.35	1
170676	Peg10	paternally expressed 10	0.34	1
19653	Rbm4	RNA binding motif protein 4	0.34	1
20349	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	0.34	1
214968	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	-0.34	1
226422	Rab29	RAB29, member RAS oncogene family	-0.34	1
57816	Tesc	tescalcin	-0.34	1
74229	Paqr8	progestin and adipoQ receptor family member VIII	-0.34	1
18555	Cdk16	cyclin-dependent kinase 16	0.33	1
20361	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	0.33	1
67809	Rmdn3	regulator of microtubule dynamics 3	0.33	1
72938	Hspb11	heat shock protein family B (small), member 11	-0.33	1
16563	Kif2a	kinesin family member 2A	-0.32	1
19015	Ppard	peroxisome proliferator activator receptor delta	-0.32	1
22433	Xbp1	X-box binding protein 1	0.32	1
245527	Eda2r	ectodysplasin A2 receptor	0.31	1
53620	Vamp5	vesicle-associated membrane protein 5	-0.31	1
12009	Cep131	centrosomal protein 131	-0.3	1
14199	Fhl1	four and a half LIM domains 1	-0.3	1
18286	Odf2	outer dense fiber of sperm tails 2	-0.3	1
19016	Pparg	peroxisome proliferator activated receptor gamma	0.3	1
19651	Rbl2	RB transcriptional corepressor like 2	-0.3	1
240255	Ythdc2	YTH domain containing 2	0.3	1
67839	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	-0.3	1
14011	Etv6	ets variant 6	0.29	1
16728	L1cam	L1 cell adhesion molecule	-0.29	1
20661	Sort1	sortilin 1	-0.29	1
226442	Zfp281	zinc finger protein 281	0.29	1
22687	Zpr1	ZPR1 zinc finger	0.29	1
