ENTREZID	SYMBOL	GENENAME	FC	ADJ.PVAL
21687	Tek	TEK receptor tyrosine kinase	-1.8	0.039
16176	Il1b	interleukin 1 beta	1.41	0.48
58231	Stk4	serine/threonine kinase 4	-0.49	0.56
12444	Ccnd2	cyclin D2	1.12	0.9
15258	Hipk2	homeodomain interacting protein kinase 2	1.13	1
19218	Ptger3	prostaglandin E receptor 3 (subtype EP3)	1.09	1
16981	Lrrn3	leucine rich repeat protein 3, neuronal	-0.9	1
26399	Map2k6	mitogen-activated protein kinase kinase 6	-0.69	1
54396	Irgm2	immunity-related GTPase family M member 2	0.68	1
76527	Il34	interleukin 34	-0.65	1
238276	Akap5	A kinase (PRKA) anchor protein 5	-0.62	1
18441	P2ry1	purinergic receptor P2Y, G-protein coupled 1	0.49	1
22341	Vegfc	vascular endothelial growth factor C	0.46	1
231134	Dok7	docking protein 7	-0.43	1
101513	Mob2	MOB kinase activator 2	-0.42	1
15519	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	0.42	1
16189	Il4	interleukin 4	-0.4	1
56717	Mtor	mechanistic target of rapamycin kinase	0.4	1
14339	Aktip	thymoma viral proto-oncogene 1 interacting protein	-0.36	1
21939	Cd40	CD40 antigen	-0.35	1
404710	Iqgap3	IQ motif containing GTPase activating protein 3	-0.35	1
11596	Ager	advanced glycosylation end product-specific receptor	-0.34	1
21803	Tgfb1	transforming growth factor, beta 1	0.34	1
26936	Mprip	myosin phosphatase Rho interacting protein	-0.34	1
109689	Arrb1	arrestin, beta 1	-0.33	1
20361	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	0.33	1
23988	Pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	0.33	1
22433	Xbp1	X-box binding protein 1	0.32	1
12767	Cxcr4	chemokine (C-X-C motif) receptor 4	-0.29	1
16653	Kras	Kirsten rat sarcoma viral oncogene homolog	0.29	1
12443	Ccnd1	cyclin D1	-0.28	1
228607	Mavs	mitochondrial antiviral signaling protein	-0.28	1
